AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
29.72;95;1.02;62;42;5.8
29.73;62;0.01;58;35;9.5
30.24;56;0;41;30;4.2
30.33;66;0;45;28;3
30.13;58;0;49;25;5.7
30.19;66;0;44;28;4.1
30.15;82;0.25;38;31;8.3
29.87;95;0.44;43;38;9.7
29.47;90;0.49;53;40;6.6
29.57;60;0;48;37;14.2
30.05;71;0;45;34;5.8
29.41;81;0.68;55;38;15.5
29.33;58;5;40;32;15.2
29.74;55;0;40;29;10
29.93;60;5;41;26;3.4
29.96;84;0.06;36;27;7.5
30.14;71;0.32;37;22;9.1
29.36;89;0.91;48;33;14.7
29.8;63;5;37;25;10.4
29.74;85;0.76;34;22;7.6
29.59;62;5;31;22;15
29.93;61;0;35;18;9.8
29.74;54;0;37;22;10.7
29.91;53;0;31;16;8.5
30.03;48;0;26;9;6.3
29.86;60;0;37;22;11.1
30.02;57;0;42;22;8.1
29.99;77;0.03;42;24;4.9
30.06;62;0;42;23;6.6
30.26;70;0;48;20;6.9
30.19;78;5;46;23;5.8
30.24;46;0;47;34;10.2
30.35;77;0.2;41;26;1.4
30.09;96;0.05;44;39;2.9
30.04;94;0;55;42;5.1
29.96;72;0.01;62;40;9.5
30.19;65;0.13;42;36;5
29.96;91;0.54;37;32;4.9
29.89;67;5;42;31;8.3
30.21;41;5;33;18;11.9
30.12;59;0;49;20;13.9
29.69;48;0;55;30;15.1
29.93;58;0.11;30;20;6.1
29.81;52;0.01;25;13;10.9
30.05;42;5;16;9;11.7
30.08;38;0;20;4;12.3
30.16;41;0.03;24;9;7.5
29.99;54;0.01;26;12;9.7
30.29;40;0;32;11;8.5
30.24;66;0.12;33;19;3.2
30.04;91;0.05;35;29;3.9
29.82;93;0.02;60;34;13.1
29.26;57;0.62;62;31;23
29.73;40;0;33;21;13.3
30.09;48;0;31;19;9.5
29.83;69;5;34;21;7
29.75;48;0;33;21;9.6
29.91;70;0.03;26;22;4.4
29.95;58;5;40;26;8
30.36;42;0;33;19;6.1
30.06;85;1.1;33;21;16.6
29.68;67;0.53;25;16;18.2
30.26;56;0;38;13;6
29.98;94;0.38;46;15;6.3
29.67;62;0;44;29;7.9
29.75;64;0;41;28;5.3
29.78;64;0.09;44;26;6.2
29.92;82;0;48;25;5.7
29.82;84;0.03;35;31;8.7
29.47;58;0.13;31;16;19.5
29.9;36;0;30;15;13.8
29.95;73;0.62;47;18;6.4
29.6;52;0;43;26;14.3
29.8;50;0;34;25;13.7
30.25;62;0;40;26;7.4
30.11;83;0.38;38;30;6.2
29.68;92;0.34;38;32;13.4
29.99;76;0.01;42;29;5.8
30.21;71;0;44;34;4.7
29.75;93;1.39;44;36;11.1
29.52;83;5;47;32;3.1
29.52;62;0;49;36;9.6
29.59;59;0;41;34;6.9
29.55;63;5;44;32;7.7
29.57;55;0;43;28;13.6
29.83;60;0;47;31;9.4
29.95;83;0.01;43;32;17.8
29.88;88;0.16;36;31;23.2
29.88;79;0.21;40;30;19.2
30.14;58;0;48;31;13.8
30.29;75;0;47;30;6.2
30.19;83;0;49;36;8.7
29.91;91;0.95;54;40;11.3
29.7;52;5;53;35;10.2
29.72;48;0;36;24;12.6
29.73;46;5;43;24;12.6
29.72;43;0;40;29;6.1
29.96;37;0;40;26;9.2
30.3;48;0.15;36;20;8.6
29.76;91;1.1;38;30;11.2
29.7;53;0;41;28;10.4
29.66;63;5;39;28;7.2
29.61;46;0;42;27;11.9
29.68;47;0;45;28;13.6
29.72;52;0;50;31;8.2
29.55;65;0.02;48;31;12.8
29.59;52;0.03;49;34;9.3
29.73;44;0;56;30;9.8
29.86;63;5;50;37;7.6
29.96;48;5;59;38;6.9
29.98;35;0;59;39;8
29.99;56;0.31;59;32;9.4
29.57;65;0.08;61;34;13.4
29.83;38;0;44;26;10.4
29.96;34;0;46;31;15.8
30.16;45;0;54;30;10.1
29.8;48;0;62;38;9.2
30.08;34;0;49;31;10.3
30.16;63;0;54;27;12.3
29.96;68;0;65;44;7
29.89;60;0.01;77;46;9.6
29.86;77;0.47;67;45;6.2
29.89;74;5;55;45;7.4
29.93;80;0.54;46;39;13.8
29.75;64;5;56;38;8.6
29.95;51;0;56;40;9.5
30.27;62;0;54;37;7.3
30.25;74;5;61;35;11.7
30.11;59;0.02;69;43;8.2
30.29;65;0;59;39;8.4
29.9;87;0.09;71;52;16.6
29.79;58;0.42;67;44;11.6
30.41;46;0;54;35;8.8
30.58;58;0;54;35;11.2
30.29;87;0.01;45;40;15.8
29.86;70;0;72;43;13.6
29.99;46;0.04;65;48;8
30.27;57;0;61;43;7.1
30.31;64;0;59;38;6.2
30.24;61;0;62;38;8
30.2;59;0;62;45;6.9
30.24;47;0;66;40;4.6
30.36;61;0;68;38;5.1
30.35;56;5;72;42;6.1
30.37;64;0;61;44;11.6
30.26;60;0;63;40;10.4
30.22;70;0;62;39;7.5
30.16;73;0;69;45;6.3
30.09;80;0;71;46;5.8
30.06;87;0.14;72;55;8.3
29.9;90;0.38;70;57;3.9
29.87;68;0;76;53;7.1
29.76;89;0.24;71;56;10.1
29.6;66;0.02;73;50;8.6
29.88;42;0;61;41;10.2
29.96;46;5;60;38;7.3
29.89;70;0.02;66;38;9.8
29.64;52;0;82;52;9.7
29.92;53;0;72;48;8.6
30.21;58;0;73;45;7
30.24;77;0.18;70;47;7.3
29.97;78;0.03;83;57;6.2
29.86;80;0.2;88;53;8.2
29.86;87;0.01;72;53;6.7
29.85;87;0.24;76;61;12.6
29.68;91;0.51;68;50;8.3
29.7;84;0.22;55;43;11.4
29.82;63;0.04;61;42;12.6
30.06;47;0;73;41;9.7
30.14;65;0.02;71;46;5.9
30.02;87;0.7;76;57;6.9
29.99;68;0.07;90;61;7.5
29.98;60;0;92;66;7.8
29.9;67;0;89;63;10.1
29.8;74;5;87;65;12.3
29.77;87;0.78;73;64;7.9
29.86;46;0;73;54;9.9
30.08;57;0;72;50;6.8
30.1;73;5;71;52;6.1
29.91;93;3.23;61;56;9.5
29.72;77;0.88;79;55;11
30.03;61;0;80;59;7.4
30.08;81;1.45;71;57;4.8
29.65;88;0.9;78;59;5.2
29.6;62;0;73;59;13
29.69;84;0.57;63;53;7.1
29.61;71;1.18;72;53;12.8
29.82;45;0;79;61;7.7
29.82;65;0;77;55;8.3
29.8;68;0.01;84;62;8.6
29.83;78;0.31;80;59;5.8
29.91;65;0.01;76;57;8.5
30.16;64;0;79;53;5.7
30.19;62;0;82;57;8.6
30.15;62;0;83;61;8.5
30.06;71;0;87;63;9.9
29.91;70;5;93;70;8.8
29.8;66;5;92;69;8.1
29.72;74;5;88;72;6.4
29.75;90;0.07;74;66;5.3
29.53;91;0.47;80;67;9.9
29.54;84;0.04;81;69;10.4
29.78;86;0.18;80;70;8.8
29.95;91;0.23;80;71;8.7
30.09;86;5;83;72;10
30.14;77;5;88;71;9.8
30.12;73;0;90;74;8.8
30.06;70;0;93;75;9.8
29.98;67;0;93;75;8.6
29.92;69;0;95;75;7
29.89;68;0;92;70;8.3
29.99;86;0.07;79;68;4.5
29.88;85;5;85;73;7.7
29.78;85;0.43;79;71;6.4
29.98;73;5;78;67;11.7
30.19;90;0.07;79;66;4.6
30.19;70;5;92;72;6
30.09;64;0;94;76;5.7
30.06;59;0;95;76;6.7
30.06;68;0;89;73;7.2
29.93;66;0;96;77;6.6
29.8;67;0;98;77;10.8
29.67;72;0.11;95;75;8.7
29.85;72;0.12;83;69;4.9
29.89;77;5;84;69;5
29.6;83;0.17;88;73;8.5
29.62;65;0;87;71;6.9
29.96;79;0.72;71;60;12.9
29.91;88;0.33;73;61;9.9
29.98;75;5;85;63;8.1
29.91;80;0.01;84;68;6
29.94;83;5;84;69;7.5
30.01;54;0;83;66;7.3
30.03;65;0;82;60;5.3
29.91;75;0.03;80;63;6.2
29.77;70;0.2;84;66;5.9
29.79;74;0.01;78;65;8.8
29.77;61;0.02;81;57;7.4
29.9;54;0;78;57;6.9
30.04;59;0;80;54;5.2
30.11;66;0;78;56;6.7
30.02;78;5;81;67;9.8
29.86;91;1.74;76;72;11.2
29.86;61;0;84;64;8.6
29.98;57;0;80;57;6.1
29.93;73;0;81;64;4.5
29.75;88;0.04;73;64;3.5
29.7;58;0;74;60;10.2
29.99;58;0;77;56;7.2
30.09;63;0;79;55;5.9
30.17;61;0;82;59;3.2
30.16;71;5;79;60;3.5
29.97;66;0;82;59;8.5
29.98;61;0;86;64;5
30.04;61;0;89;66;5.9
29.91;86;0.63;84;67;6.7
29.86;64;0;80;65;7
30.18;52;0;77;57;8.1
30.24;60;0;82;55;5.2
29.99;71;0.32;81;66;9.8
29.79;84;0.88;81;67;4.3
29.82;81;0;84;63;4.2
29.95;85;5;70;61;10.5
29.88;80;0;80;60;7.1
29.78;83;0;80;70;8.3
29.8;89;0.67;82;70;7.2
29.74;95;2.82;76;69;6.2
29.7;89;0.09;78;63;5.1
29.82;67;0;79;59;7.5
29.9;73;5;74;56;7.2
30.12;56;0;70;50;5.4
29.96;61;0;77;49;7.7
29.78;57;0;79;54;10.2
30.11;63;0;68;48;6
30.05;84;0.02;74;56;8.9
29.99;78;0;92;68;7.3
29.8;83;0.59;84;69;10.3
29.58;79;0.05;79;61;6.1
29.83;70;0;70;53;6.9
30.05;70;0;71;49;4.3
30;73;0.08;69;49;7.5
30.27;58;0;63;44;9.6
30.19;62;0;71;44;5.5
30.05;66;0;81;49;4.8
29.99;75;0;77;49;4.7
29.88;85;0;75;53;8.8
29.64;71;0.27;72;52;9.7
29.85;58;0;65;48;9.6
29.86;60;0;68;43;8
29.85;65;0;70;46;5.3
29.96;66;0;66;52;4.3
30.12;70;0;67;50;7.3
30.22;71;0;74;48;4.1
30.12;77;0;69;46;3.4
29.98;71;0;70;51;5.6
29.85;;0;78;47;4.2
29.83;;0;81;56;8.1
29.98;;0;79;52;4.7
30;;0.02;69;52;3.4
30.01;;0.23;71;57;2.7
30.09;;0.19;61;57;5.7
29.91;;0.03;76;58;11.4
30.08;;0;68;50;8.5
30.32;;0;64;48;9.6
30.19;;0;67;50;9.7
30.04;;0;69;52;10.1
30.17;;0;69;52;11.5
30.32;;0;62;44;7.5
30.27;;0;62;38;2.6
30.16;;0;70;42;3.1
29.99;;0;63;47;5.3
29.78;;0.02;71;52;6.1
29.7;;0.01;69;47;9.3
29.85;;5;65;43;4.9
29.78;;0.01;64;43;7.2
30.01;;0;67;41;6.8
29.78;;5;71;43;6.3
29.64;;5;51;40;4
29.73;;0;55;38;10.1
29.96;;0;52;32;6.8
30.01;;0;56;31;10.1
29.85;;0.01;58;33;7.5
30.09;;0;61;32;7.9
30.32;;0;53;35;5.4
30.21;;5;58;35;1.6
30.06;;0.09;65;37;8.2
29.59;78;0.04;70;60;17
29.59;69;0;66;52;3.6
29.96;60;0;54;34;10.6
30.51;51;0;45;28;8.8
30.59;64;0;50;25;2.7
30.3;77;0;61;37;6.5
29.79;84;0.34;65;40;9.9
29.88;59;0;49;33;10.4
30.09;57;0;46;29;6.2
29.8;67;0.01;59;40;7.2
29.95;49;0;53;39;9.6
29.96;60;0.05;52;28;10.1
30.17;48;0;38;24;8.3
30.07;41;0;53;26;9.3
30.11;53;0;60;33;6.5
30.2;63;0;61;36;4.5
30.14;91;0.21;58;35;3.3
29.59;66;0.46;66;49;11.6
29.85;44;0;50;32;13.4
30.4;42;0;43;25;7.2
30.5;54;0;48;24;2.3
30.08;87;0.18;52;40;3.4
29.78;48;0;51;31;12.5
29.88;35;0;31;21;19
30.26;38;0;34;18;8.5
30.22;60;0.22;45;34;5.7
29.43;92;3.12;63;37;16.6
29.93;47;0;38;25;13.5
30.47;44;0;37;22;6.9
30.63;60;0;34;18;4
30.14;;0.69;45;31;3.5
29.9;;0;44;35;3.8
29.83;;0;51;35;6.5
30.01;;0;50;32;2.3
30.04;;5;55;34;2.9
29.9;;0.41;57;37;7.1
30.15;;0.18;41;30;8.3
30.46;;5;32;23;4.4
30.1;;0.36;40;27;6.9
29.83;;0.1;36;25;5.7
30.1;;0;31;21;9
30.14;;0;27;15;8.1
30.03;;0;33;16;9
30.38;;0.28;30;14;10.5
29.59;;0.78;37;24;9.2
29.88;;5;30;14;7.8
30.08;;0.09;24;9;7
29.88;;5;34;20;10.2
30.01;;0;45;25;8.8
29.97;;0;53;28;3
29.88;;0;59;39;7.7
29.83;;5;64;44;12
29.93;;0.66;44;36;5.9
30.03;;5;42;28;9.8
30.34;;0;28;18;8.4
30.22;;0.04;36;21;5.4
30.19;;0;37;25;6.8
30.07;;0;50;23;7.6
29.78;;1.23;48;28;6.1
29.78;;0;41;20;9.8
30.04;;0;28;16;6.3
30.25;48;5;30;18;5.8
30.06;86;0.19;24;5;14.9
29.86;62;0.1;17;2;16
30.35;65;0;28;-3;5.4
30.19;91;0.16;45;13;2.1
29.49;83;0.22;59;28;13.8
29.82;44;5;29;7;14.8
30.33;47;0;24;6;8
30.48;53;0;31;14;5.5
30.4;89;0.09;35;14;0.3
29.78;95;1.24;60;34;13.2
29.52;61;0.12;53;34;13
30;71;0;51;28;8
29.72;90;0.78;51;44;7.4
29.86;87;5;46;30;3.5
29.81;88;0;42;34;2.1
29.88;71;0;46;31;4.6
29.68;90;0.53;37;31;4.8
29.62;66;5;37;29;13.2
29.54;51;0;45;28;11.9
29.9;62;0.14;28;12;12.2
29.66;56;0.04;19;7;15.2
29.96;47;0;20;2;8.9
30.14;47;0;18;7;10.1
29.65;67;0.01;38;11;14.1
29.62;55;5;25;16;11.4
29.66;56;5;49;20;12.1
30.14;30;0;21;12;8.9
30.04;52;0.07;25;14;6.9
30.28;55;0;28;7;6.1
30.05;53;0;45;17;5.1
30.19;62;0;43;30;4.6
29.86;74;5;55;32;4.7
30.06;84;0.42;42;27;8.9
30.3;73;0;34;17;3.8
29.87;89;1.06;33;25;9.3
30.09;66;5;29;19;5
30.14;57;0;31;14;6.3
30.16;48;0;31;11;3.3
30.02;61;0.03;33;22;5.9
29.96;56;5;29;17;8.9
30.24;50;0;25;16;8.5
30.42;55;0;25;7;4.1
29.84;93;1.42;36;22;15.7
29.1;72;0.17;38;30;13.1
29.64;83;0.39;35;23;9.5
29.65;52;5;32;23;13.5
30.12;36;0;30;13;10.1
30.08;76;0.55;38;10;7.7
29.87;87;0.33;39;14;5.4
30.02;66;0.07;49;34;7.4
29.88;95;0.24;51;34;6.6
29.88;61;0;48;30;11.2
29.86;61;0;50;31;4.3
29.75;43;0;42;23;13.5
29.9;48;0;31;19;9.9
29.8;45;0;31;15;7.8
29.68;51;0.03;30;9;9.9
30.16;34;0;26;9;8.3
30.27;58;0;36;8;6.7
29.98;57;5;37;31;6.9
30.03;43;5;33;15;10.6
30.24;40;0;29;10;6
30.21;56;5;33;20;9.4
30.48;44;0;30;12;8.2
30.24;65;0;39;12;5.8
29.73;49;0;59;28;6.9
29.83;37;0;43;32;10.1
29.73;60;5;46;31;6.6
29.53;55;0;62;32;6.5
29.39;75;0.46;54;39;8
29.31;62;0.06;40;15;16.5
30.02;53;0;38;12;10.6
29.74;57;0.04;59;37;11.2
30.01;32;0;39;27;12.4
30.04;32;0;33;18;9.9
30.19;50;0;43;17;7.1
30.2;64;0.02;45;22;7.2
29.66;67;0.75;53;36;10.8
29.82;47;0;45;31;12.5
29.83;52;5;60;24;11.1
29.9;42;0;45;27;10.3
30.04;29;0;34;17;10.3
30.03;44;0;37;17;6.9
29.66;40;5;37;24;22.8
30.19;35;0;46;20;11.5
30.06;74;0.06;57;33;11.6
30.06;87;1.08;54;37;8.4
29.6;92;4.14;46;36;14.2
29.73;80;0.12;40;35;15
29.96;56;0;54;35;10.7
30.03;59;0;54;31;6.1
30.01;53;0;62;33;7.2
30.01;63;0.16;52;38;8
29.7;63;0.06;55;37;12
30.02;40;0;59;30;7.2
30.1;58;0.21;53;35;6.5
29.44;80;1;62;46;10.6
29.59;40;0;61;39;11.6
30.05;44;0;56;30;11.3
29.93;61;5;71;48;8.1
30.04;45;0;70;47;8.6
30.11;68;0;65;42;10.7
29.95;70;5;72;57;18.4
29.7;87;1.53;66;39;21.5
30.12;49;0.42;47;32;13
30.63;54;0;46;31;12.8
30.4;67;0;50;30;6.7
30.16;47;0;65;36;10
30.38;47;0;56;38;8
30.06;69;0;60;33;7.9
29.62;68;0.03;70;41;8.5
29.42;72;0.59;56;47;11.2
29.65;30;0;60;42;18.5
29.87;42;0;61;43;9.7
29.74;82;0.36;48;43;5
29.85;72;5;55;43;8.5
29.99;59;0;60;41;10.7
30.32;70;0.01;48;41;13.9
30.35;84;0.8;47;41;8.3
29.78;91;1.28;66;47;8.7
29.65;50;5;67;49;8.8
29.74;52;0;70;42;9.3
29.57;48;5;65;50;15.6
29.68;50;0;65;49;10.7
29.82;42;5;65;45;8.9
30.08;40;0;66;43;9.2
30.1;73;5;63;43;4.4
30.11;83;0.03;62;53;5.3
29.83;75;0.01;79;57;11.2
29.85;39;0.04;80;56;10.7
29.99;46;0;82;52;9.8
30.16;57;0;64;46;12.3
30.24;74;0;65;45;7
30.2;82;0.01;71;56;10
30.03;88;0.05;66;60;14.4
29.88;60;0.48;76;56;11
29.99;45;0;69;52;8.3
29.99;40;0.01;67;51;9.8
29.92;49;5;77;50;9
29.9;67;0;73;46;6.1
29.85;84;0.16;61;53;4.9
29.83;77;5;65;53;5.7
29.93;70;0.01;66;53;8.7
29.99;84;0;68;49;5.8
29.88;66;0.01;78;50;7.5
29.78;66;5;83;51;9.8
29.95;84;5;53;45;14.6
30.13;67;0;67;41;7.5
30.01;74;0.16;65;43;7.3
30.09;59;0;67;48;12.1
30.22;50;0;77;44;6.8
30.09;53;0;81;48;7.3
29.91;66;0;76;53;7.4
29.78;79;5;68;57;4.4
29.64;92;0.54;64;55;7.6
29.72;63;0;76;54;9.4
29.84;60;0;82;56;6.6
29.85;52;0;85;61;6.3
29.91;68;0.2;76;61;6.4
29.91;87;0.09;75;60;8.1
30.06;63;5;74;58;10.3
30.04;79;5;70;58;6.9
29.83;94;1.22;70;62;5
29.76;75;5;78;58;7.1
29.91;56;0;80;57;9.8
30.03;50;0;78;58;6.9
29.96;78;0;80;60;8.6
29.77;61;0;86;65;11.6
29.87;60;0.14;83;63;6.7
29.86;42;0;78;55;9.8
29.86;52;0;75;53;6.7
29.91;56;0;79;54;6.2
30.06;63;0;76;54;6.6
30.07;68;0;80;57;10.9
29.91;75;0;84;64;11.6
29.78;79;0.17;86;61;8.9
30.03;50;0;79;59;9.6
30.18;63;0;81;57;5.8
30.16;64;0;82;55;7.6
29.98;65;0;87;62;9.5
29.85;71;0;88;68;11.2
29.85;74;0;90;71;11.1
29.88;76;0;90;71;9.8
29.85;88;2.68;76;62;10.8
29.88;48;5;81;61;13.7
29.92;54;0;84;62;13.1
29.77;69;0;86;68;11.7
29.72;70;0;91;72;11.6
29.77;68;0;86;71;10.4
29.99;63;5;82;68;5.7
30.11;64;0;83;64;6.2
30.14;65;0;85;60;6.9
29.99;70;0;83;65;12.8
29.85;84;0.16;84;72;9.3
29.75;92;0.03;80;72;11.1
29.72;93;0.45;76;70;6.7
29.88;61;0;81;66;6.2
30.09;65;0;82;60;5.5
30.17;69;5;78;61;3.2
30.1;70;0.06;77;62;7.1
30.1;70;0.02;82;63;7.2
30.04;70;0;87;63;8.2
29.84;69;5;88;70;10.4
29.74;73;0.02;79;67;6.4
29.88;57;0;82;62;8.1
29.9;72;5;83;63;8.6
29.73;88;0.07;78;67;9
29.51;79;0.1;84;68;11.5
29.72;63;0;81;63;7.7
29.93;60;0;80;58;5.3
30.04;69;0;82;58;7.6
30.14;78;0;81;64;6.8
30.12;89;0.18;71;62;6.2
30.04;87;5;73;62;3.9
29.97;78;0;82;65;7.7
29.93;74;0;85;65;6.9
29.77;59;5;86;68;6.7
29.82;58;0.01;83;59;6.9
29.93;55;0;85;58;8.2
29.99;60;0;87;61;5.9
30.03;60;0;86;62;5.9
30.08;70;0;82;61;7.5
30.03;73;5;81;62;8.5
29.72;92;2.26;73;64;10.3
29.72;60;0;76;60;7.3
29.82;66;0;76;58;7.2
29.9;64;0;78;56;8.4
29.77;66;0;80;64;5.7
29.76;57;0;79;57;8.1
29.84;63;0;79;54;4.9
29.93;72;0;83;57;4.4
30;76;0;80;59;5.3
30.01;79;0.03;74;64;9
30.03;67;0;76;57;10.4
30.06;60;0;80;56;6.1
30.06;69;0;90;59;5.9
30.07;74;0;81;60;6.4
29.91;65;0;88;63;8
29.78;55;0;82;62;10.9
30.08;62;0;77;58;6.3
30.19;75;0;74;55;7.8
30.01;80;0.22;85;66;10.1
29.9;79;0;89;72;7.1
29.81;80;0;91;71;7.9
29.85;58;0;85;65;9.7
30.09;61;0;87;60;5.1
30.06;76;0;89;65;8.8
29.83;75;5;90;72;10.6
29.98;66;0.37;80;61;6.9
30.24;65;0;78;57;9.2
30.22;71;0;73;58;10
30.04;77;0;74;61;7.6
29.85;77;0;80;62;10
29.99;62;0;76;57;7.4
30.12;74;0.17;73;52;7.6
30.11;65;0;70;52;7.7
30.11;66;0;70;48;6.4
29.95;73;5;70;51;4.6
29.92;61;0;73;48;5.6
29.91;56;0;77;49;7
30.26;54;0;62;45;8.9
30.22;73;0;72;39;6.5
29.78;89;0.02;76;61;6.7
29.7;61;0;74;48;11.8
30.19;62;0;69;43;5.9
30.48;73;0;71;48;6.6
30.35;84;0.08;62;54;9.3
30.12;63;5;77;55;8.7
30.09;64;0;85;50;5.2
30.03;70;0;86;55;5
29.91;86;0;73;59;5.3
29.94;91;0.1;60;56;10.7
29.96;93;0.3;60;57;12.8
30.05;88;0.31;59;50;12.7
29.99;83;0.01;60;48;8.3
29.65;93;0.28;66;54;7.8
29.68;66;0;63;44;7.8
30.01;68;0;67;42;7.6
30.01;77;5;75;51;10.1
29.76;66;0.05;74;56;11.1
29.88;58;0;67;44;9
30.01;60;0;63;44;6.2
30.03;87;0.35;53;42;4.5
30.16;69;0;63;39;4.7
30.26;76;0;66;39;5.3
30.17;81;0;76;61;9.6
30.03;83;0;79;63;10.3
29.77;93;0.71;72;61;10.3
29.62;80;0;72;56;9
29.54;82;5;71;52;8.3
29.71;57;5;57;40;11.3
29.96;65;0;56;34;6.2
29.87;88;0.11;65;45;5.9
29.82;91;0.86;57;51;18.8
29.55;87;0.27;57;50;21.1
29.63;76;0.04;55;49;9.8
29.65;65;0;66;43;7.9
29.48;61;5;60;46;11.8
29.81;61;0;64;43;8.3
29.95;80;0;70;39;5.5
29.8;77;0.01;73;53;7.7
29.86;62;0;62;41;6
29.93;68;5;55;40;9.5
29.75;81;0.23;48;40;18
29.62;62;0.14;43;36;20.8
29.91;44;0;54;34;9.2
30.03;52;0;64;35;6.3
29.97;56;0;68;47;7.6
29.85;89;0.42;51;45;4.1
29.49;68;0;51;37;11.5
29.85;61;0;49;31;7
29.86;66;0;57;36;4.5
30.06;69;0;58;31;3.3
30.04;89;5;60;34;4.2
29.84;82;0;63;44;4.7
29.96;56;0.04;51;36;6.9
29.88;67;0.22;45;32;9.8
30.16;53;0;40;27;7.1
30.24;67;5;42;24;0.9
29.75;94;1.5;61;38;6.7
29.59;49;0;50;25;12.2
30.03;45;0;36;21;11.5
29.85;52;0;48;27;9.9
30.07;44;0;36;25;12.1
30.27;50;0;44;19;10.6
30.06;57;5;59;38;7.1
29.75;90;1.31;65;39;17
29.82;61;0;64;45;7.1
29.93;80;1.53;48;34;13.6
29.8;83;0.04;41;31;8.6
29.99;64;0.02;38;24;10.6
30.24;61;0;36;20;4.2
30.09;66;5;57;32;10.4
30.03;62;5;67;43;11.2
30.51;66;0.05;43;34;11
30.03;87;0.14;51;37;10.7
30.23;54;0;45;29;8.8
30.5;64;0.09;44;26;7.2
30.16;94;1.06;47;39;5.2
30.34;55;0.22;39;22;20
30.58;69;5;28;21;13.5
29.91;94;2.74;49;28;15.2
29.42;95;0.31;43;37;8.1
29.56;80;5;37;31;9.9
29.8;72;0;39;27;8.1
29.77;66;0;42;30;9.6
29.75;67;0;47;30;6.9
29.95;78;0;44;26;2.9
30.03;83;0;43;28;3.1
29.7;79;0.31;52;40;10.1
29.74;64;5;43;34;11.5
29.89;62;0;37;29;9.2
30.16;74;0.07;36;26;8.7
30.22;89;0.06;34;32;8.7
30.27;84;0.01;44;33;5.8
30.12;93;0.24;47;40;9.4
29.88;96;0.69;64;42;8.5
29.59;68;0.23;63;37;11.4
30.06;65;0;50;30;6.9
30.09;64;0;53;29;5.7
29.84;72;0.03;51;36;7.6
30.03;52;0;43;29;8
30.22;42;0;31;20;8.1
30.2;49;0;32;15;5.8
29.98;44;0;37;17;10.2
30.04;50;0;41;26;8.8
30.48;66;0.56;35;23;6.2
29.79;93;0.4;56;33;8.1
29.87;46;5;50;17;15.8
30.19;67;0.01;19;12;4.4
29.84;55;5;25;5;11.8
30.19;46;5;20;0;11
29.96;64;0.08;36;15;9.9
30.25;54;0;24;11;7.4
30.52;54;0;34;10;6.5
30.22;77;0.36;39;34;7.1
30.37;50;5;36;16;13.1
30.37;64;0;26;15;8.5
29.97;76;0.01;31;24;7.7
29.74;48;0;40;17;12.6
30.22;43;0;25;11;6.5
29.96;83;0.27;52;19;8.2
29.61;67;0;44;32;11.6
29.77;48;0;38;27;9.6
30.04;48;0;35;20;5.8
30.11;67;0.01;39;29;6
30.13;58;0;38;22;7.5
29.49;89;0.75;35;32;10.5
29.54;58;0;38;22;12.4
29.96;73;0.18;28;15;16.1
29.49;79;0.9;21;14;22.5
29.85;54;5;26;12;9
30.16;62;5;33;3;2.9
29.76;79;0.09;35;19;7.9
29.8;41;5;23;12;17
30.05;52;0;33;11;8.7
29.62;82;0.87;31;12;14.7
30.03;54;0;23;6;8.5
30.14;69;0;39;5;7.2
29.85;63;5;37;10;12.8
30.06;51;0;22;-1;8.2
30.01;66;5;29;15;7.3
29.94;84;0.23;33;16;10.6
29.98;84;0.28;22;16;17.5
29.98;74;0;32;17;16.2
29.96;70;5;26;19;14.7
29.73;73;0.01;34;11;5.4
29.87;41;0;22;5;12.7
29.8;72;0.39;30;-1;6.4
29.44;61;0.16;22;-1;18.8
29.9;37;0;18;-3;14.9
29.88;68;0.08;22;11;6.3
29.78;70;0.03;30;16;4.6
29.59;64;5;26;9;12
29.96;43;0;20;0;13.2
30.35;76;0.3;34;-5;8.1
30.07;88;0.27;39;24;3.5
30.11;46;0;30;5;11.9
30.16;60;0.02;20;-3;6.1
29.72;57;0.08;35;7;7.9
29.95;61;0.01;24;18;10.7
30.27;54;0;30;8;5.3
30.61;;0;29;10;6.1
30.5;73;0.42;29;6;4.7
29.98;59;5;36;23;11.2
30.23;63;0.44;35;9;8.1
29.72;83;0.16;43;35;8.1
29.96;81;0.58;38;20;5.5
30.35;46;0;24;9;8.3
30.09;57;0;35;8;6.6
29.96;60;5;44;22;4.3
30.06;56;0;49;18;6.9
30.19;73;0.21;44;25;5.2
29.82;58;0.06;57;36;9.7
30.19;37;0;42;27;12.7
30.49;43;0;39;23;8.1
30.01;92;1.09;44;29;5.2
29.59;66;5;46;30;14.7
29.82;46;0;48;29;9.2
29.54;64;0.12;53;30;12.5
29.83;25;0;34;22;19.2
30.14;30;0;37;19;10.9
30.26;64;0.04;32;18;3
29.91;85;0.14;41;27;6.7
29.88;32;0;37;20;17.2
30.08;35;0;34;17;10.4
30.22;48;0;41;21;4.8
30.29;61;0.02;47;22;7.3
29.82;92;0.65;58;40;10.8
29.63;87;0.18;45;38;6.6
29.7;88;0.29;39;29;10.4
30.07;47;5;43;24;7.9
29.82;69;5;48;30;9
29.69;59;5;49;32;9.7
29.89;29;0;49;31;10.4
30.06;43;5;60;25;13
29.75;83;0.39;60;43;7.5
29.61;55;0.01;55;36;14.6
30.07;62;0.13;53;29;9.4
